,description,full_name,id,language,name,open_issues_count,stargazers_count,test_coverage
679,Open source rich text editor based on HTML5 and the progressive-enhancement approach. Uses a sophisticated security concept and aims to generate fully valid HTML5 markup by preventing unmaintainable tag soups and inline styles.,tiff/wysihtml5,1922703,JavaScript,wysihtml5,298,6630,
680,Javascript tweening engine,tweenjs/tween.js,691146,JavaScript,tween.js,48,6598,
681,:fork_and_knife: Web applications made easy. Since 2011.,brunch/brunch,1276752,JavaScript,brunch,150,6586,
682,The ZeroClipboard library provides an easy way to copy text to the clipboard using an invisible Adobe Flash movie and a JavaScript interface.,zeroclipboard/zeroclipboard,4012085,JavaScript,zeroclipboard,85,6577,62.4697336561743
683,Date/time picker widget based on twitter bootstrap,Eonasdan/bootstrap-datetimepicker,12495928,JavaScript,bootstrap-datetimepicker,405,6574,
684,Multi-Dimensional charting built to work natively with crossfilter rendered with d3.js,dc-js/dc.js,4714614,JavaScript,dc.js,371,6572,
685,"RxJS middleware for action side effects in Redux using ""Epics""",redux-observable/redux-observable,56723754,JavaScript,redux-observable,95,6561,
686,WebSocket emulation - Javascript client,sockjs/sockjs-client,2088939,JavaScript,sockjs-client,32,6560,
687,Node.js middleware for handling `multipart/form-data`.,expressjs/multer,16386099,JavaScript,multer,206,6557,81.2046248991664
688,architecture-free neural network library for node.js and the browser,cazala/synaptic,24649388,JavaScript,synaptic,162,6555,
689,Micro client-side router inspired by the Express router,visionmedia/page.js,4010478,JavaScript,page.js,102,6552,92.5311203319502
690,A lightning fast JavaScript grid/spreadsheet,mleibman/SlickGrid,440826,JavaScript,SlickGrid,472,6549,
691,🦎 A jQuery plugin for extracting the dominant color from images and applying the color to their parent.,briangonzalez/jquery.adaptive-backgrounds.js,14454268,JavaScript,jquery.adaptive-backgrounds.js,7,6536,
692,Material Design for Bootstrap - Powerful and free UI KIT for Bootstrap 4,mdbootstrap/bootstrap-material-design,63760777,JavaScript,bootstrap-material-design,37,6524,
693,本文原文由知名 Hacker Eric S. Raymond 所撰寫，教你如何正確的提出技術問題並獲得你滿意的答案。,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,33041711,JavaScript,How-To-Ask-Questions-The-Smart-Way,4,6523,
694,"Ultra lightweight, usable, beautiful autocomplete with zero dependencies.",LeaVerou/awesomplete,30987756,JavaScript,awesomplete,161,6515,
695,This repo is being deprecated. Please check out http://github.com/famous/engine,Famous/famous,18607529,JavaScript,famous,4,6489,
696,"The aim for this project is to create the worlds best and hottest interface to interact with aria2. Very simple to use, just download and open index.html in any web browser. ",ziahamza/webui-aria2,4190976,JavaScript,webui-aria2,73,6481,
697,"📱📈An elegant, interactive and flexible charting library for mobile.",antvis/f2,66817370,JavaScript,f2,60,6467,
698,a vue2.0 minimal admin template ,PanJiaChen/vue-admin-template,95412229,JavaScript,vue-admin-template,77,6457,
699,Chrome Apps,GoogleChrome/chrome-app-samples,4644745,JavaScript,chrome-app-samples,53,6438,
700,一个简洁优雅的hexo主题  A simple and elegant theme for hexo.,litten/hexo-theme-yilia,23506840,JavaScript,hexo-theme-yilia,443,6422,
701,:large_orange_diamond: A fantastic mobile ui lib implement by Vue,didi/cube-ui,109359519,JavaScript,cube-ui,24,6419,
702,A cron-like and not-cron-like job scheduler for Node.,node-schedule/node-schedule,1735515,JavaScript,node-schedule,81,6414,94.4903581267218
703,"❤️ Streaming torrent app for Mac, Windows, and Linux",webtorrent/webtorrent-desktop,35015575,JavaScript,webtorrent-desktop,165,6412,
704,"Customize and package your Electron app with OS-specific bundles (.app, .exe, etc.) via JS or CLI",electron-userland/electron-packager,32707901,JavaScript,electron-packager,21,6412,97.0660146699266
705,📊 Interactive SVG Charts,apexcharts/apexcharts.js,142177378,JavaScript,apexcharts.js,98,6411,
706,A comprehensive path-finding library for grid based games,qiao/PathFinding.js,2525502,JavaScript,PathFinding.js,71,6408,
707,✔ Template Based Validation Framework for Vue.js,baianat/vee-validate,64519183,JavaScript,vee-validate,37,6396,
708," yargs the modern, pirate-themed successor to optimist.",yargs/yargs,14210523,JavaScript,yargs,242,6383,100.0
709,Dependency-free notification library that makes it easy to create alert - success - error - warning - information - confirmation messages as an alternative the standard alert dialog.,needim/noty,3289628,JavaScript,noty,30,6382,
710,📄 Create PDF files using React,diegomura/react-pdf,71293321,JavaScript,react-pdf,84,6382,
711,Draws simple SVG sequence diagrams from textual representation of the diagram,bramp/js-sequence-diagrams,6736646,JavaScript,js-sequence-diagrams,99,6381,
712,A service for your website that makes it surprisingly easy to collaborate in real-time.,mozilla/togetherjs,7009393,JavaScript,togetherjs,183,6379,
713,Collection of sample apps showcasing popular use cases using Cloud Functions for Firebase,firebase/functions-samples,71274659,JavaScript,functions-samples,84,6371,
714, JavaScript toolkit for creating interactive real-time graphs,shutterstock/rickshaw,2616595,JavaScript,rickshaw,214,6363,62.953091684435
715,BDD / TDD assertion framework for node.js and the browser that can be paired with any testing framework.,chaijs/chai,2931111,JavaScript,chai,17,6344,65.1535380507343
716,Tiny vanilla JS plugin to display large data sets easily,NeXTs/Clusterize.js,34629330,JavaScript,Clusterize.js,39,6321,
717,A javascript finite state machine library,jakesgordon/javascript-state-machine,1834386,JavaScript,javascript-state-machine,53,6314,
718,JavaScript library for all kinds of color manipulations,gka/chroma.js,2960985,JavaScript,chroma.js,24,6304,
719,"In-place editing with Twitter Bootstrap, jQuery UI or pure jQuery",vitalets/x-editable,6761380,JavaScript,x-editable,587,6302,
720,wxParse-微信小程序富文本解析自定义组件，支持HTML及markdown解析,icindy/wxParse,71701257,JavaScript,wxParse,206,6292,
721,"Isomorphic WHATWG Fetch API, for Node & Browserify",matthew-andrews/isomorphic-fetch,26311302,JavaScript,isomorphic-fetch,74,6284,
722,A web-based JavaScript（canvas） spreadsheet,myliang/x-spreadsheet,147656990,JavaScript,x-spreadsheet,33,6265,
723,Beautifier for javascript ,beautify-web/js-beautify,84822,JavaScript,js-beautify,283,6259,
724,A simple micro-library for defining and  dispatching keyboard shortcuts. It has no dependencies.,madrobby/keymaster,2280459,JavaScript,keymaster,78,6246,
725,Highly customizable tooltip and popover library,atomiks/tippyjs,86891282,JavaScript,tippyjs,10,6244,
726,"jQuery lightbox script for displaying images, videos and more. Touch enabled, responsive and fully customizable. ",fancyapps/fancybox,2715671,JavaScript,fancybox,74,6237,
727,"Collection of classic computer science paradigms, algorithms, and approaches written in JavaScript. ",humanwhocodes/computer-science-in-javascript,173796,JavaScript,computer-science-in-javascript,11,6232,
728,A persistent service that generates mock data quickly and provids visualization view.,easy-mock/easy-mock,101556009,JavaScript,easy-mock,66,6221,
729,WebGL2 powered geospatial visualization layers,uber/deck.gl,48030204,JavaScript,deck.gl,173,6202,74.4183564567769
730,The commitizen command line utility.,commitizen/cz-cli,34230966,JavaScript,cz-cli,103,6201,
731,Client did not pay? Add opacity to the body tag and decrease it every day until their site completely fades away,kleampa/not-paid,70100622,JavaScript,not-paid,10,6200,
732,A renderer agnostic two-dimensional drawing api for the web.,jonobr1/two.js,5694937,JavaScript,two.js,28,6198,
733,The web-based visual programming editor.,google/blockly,13872231,JavaScript,blockly,430,6174,
734,gridster.js is a jQuery plugin that makes building intuitive draggable layouts from elements spanning multiple columns ,ducksboard/gridster.js,5094437,JavaScript,gridster.js,380,6169,
735,Fast n-dimensional filtering and grouping of records.,square/crossfilter,3598373,JavaScript,crossfilter,6,6143,
736,"A bit like Solr, but much smaller and not as bright",olivernn/lunr.js,1944156,JavaScript,lunr.js,67,6128,
737,:steam_locomotive::train: - sturdy 4kb frontend framework,choojs/choo,58482213,JavaScript,choo,41,6120,
738,Vue Native is a framework to build cross platform native mobile apps using JavaScript,GeekyAnts/vue-native-core,122614397,JavaScript,vue-native-core,18,6117,
739,"Lovefield is a relational database for web apps. Written in JavaScript, works cross-browser. Provides SQL-like APIs that are fast, safe, and easy to use.",google/lovefield,24650236,JavaScript,lovefield,46,6109,
740,"A powerful templating engine with inheritance, asynchronous control, and more (jinja2 inspired)",mozilla/nunjucks,5351666,JavaScript,nunjucks,206,6103,
741,🐯react + d3 = vx | visualization components,hshoff/vx,85095608,JavaScript,vx,43,6101,30.6282256629293
742,Flux Standard Action utilities for Redux.,redux-utilities/redux-actions,38395154,JavaScript,redux-actions,44,6101,
743,一个 react + redux 的完整项目 和 个人总结,bailicangdu/react-pxq,73039160,JavaScript,react-pxq,4,6096,
744,Yeoman generator for AngularJS with an Express server,angular-fullstack/generator-angular-fullstack,13911118,JavaScript,generator-angular-fullstack,255,6093,
745,Simple & light weight (3kb minified & zipped) vanilla javascript plugin to create smooth & beautiful animations when you scrolllll! Harness the power of the most intuitive interaction and make your websites come alive!,alexfoxy/laxxx,175176201,JavaScript,laxxx,3,6086,
746,"🔔 a clean and simple notification, input, and selection suite for javascript, with no dependencies",jaredreich/notie,45655949,JavaScript,notie,15,6082,
747,"Tabbed navigation that you can swipe between, each tab can have  its own ScrollView and maintain its own scroll position between swipes. Pleasantly animated. Customizable tab bar",ptomasroos/react-native-scrollable-tab-view,37240232,JavaScript,react-native-scrollable-tab-view,57,6076,
748,A excellent front-end solution for enterprise applications built upon Ant Design and UmiJS,zuiidea/antd-admin,50334710,JavaScript,antd-admin,10,6075,
749,A Library for creating beautiful mobile shelfs in Javascript (Facebook and Path style side menus),jakiestfu/Snap.js,9158654,JavaScript,Snap.js,157,6072,
750,JavaScript HLS client using Media Source Extension,video-dev/hls.js,30064588,JavaScript,hls.js,102,6064,40.3644909542391
751,Help secure Express apps with various HTTP headers,helmetjs/helmet,3329923,JavaScript,helmet,11,6061,
752,Public Slack organizations made easy,rauchg/slackin,29882262,JavaScript,slackin,169,6060,
753,Open-source productivity booster with a brain,KELiON/cerebro,62500776,JavaScript,cerebro,150,6060,
754,SUI Mobile (MSUI)是由阿里巴巴国际UED前端出品的移动端UI库，轻量精美,sdc-alibaba/SUI-Mobile,36487753,JavaScript,SUI-Mobile,625,6059,
755,A function for loading CSS asynchronously,filamentgroup/loadCSS,20723841,JavaScript,loadCSS,14,6046,
756,":lollipop: Wow, such a lovely HTML5 danmaku video player",MoePlayer/DPlayer,57974334,JavaScript,DPlayer,94,6045,
757,Iconic fonts scissors,fontello/fontello,3411652,JavaScript,fontello,64,6035,
758,Reference application for AngularJS,angular-app/angular-app,5676886,JavaScript,angular-app,50,6031,
759,UMD (Universal Module Definition) patterns for JavaScript modules that work everywhere.,umdjs/umd,2620608,JavaScript,umd,44,6023,
760,⚛️ Hooks for building fast and extendable tables and datagrids for React,tannerlinsley/react-table,71487058,JavaScript,react-table,12,5999,
761,The missing link between spreadsheets and data visualization,densitydesign/raw,9496329,JavaScript,raw,36,5994,
762,Lime: Explaining the predictions of any machine learning classifier,marcotcr/lime,53982546,JavaScript,lime,44,5994,
763,AngularJS 1.2+ native directives for Bootstrap 3.,mgcrea/angular-strap,5718947,JavaScript,angular-strap,1,5972,95.4545454545455
764,"🚀A robust, performance-focused and full-featured Redis client for Node.js.",luin/ioredis,33293613,JavaScript,ioredis,27,5971,
765,Console for mobile browsers,liriliri/eruda,53256950,JavaScript,eruda,17,5971,
766,Object Oriented CSS Framework,stubbornella/oocss,116252,JavaScript,oocss,75,5966,
767,A web front end for an elastic search cluster,mobz/elasticsearch-head,1903338,JavaScript,elasticsearch-head,154,5961,
768,Clone to try a simple Electron app,electron/electron-quick-start,44416666,JavaScript,electron-quick-start,11,5933,
769,Yeoman generator for AngularJS,yeoman/generator-angular,6804324,JavaScript,generator-angular,90,5914,
770,Jupyter Interactive Notebook,jupyter/notebook,33653601,JavaScript,notebook,1506,5911,11.9543317662861
771,JavaScript Performance Monitor,mrdoob/stats.js,600637,JavaScript,stats.js,15,5910,
772,Draws simple SVG flow chart diagrams from textual representation of the diagram,adrai/flowchart.js,11474382,JavaScript,flowchart.js,76,5906,
773,":black_medium_small_square:React Move | Beautiful, data-driven animations for React",react-tools/react-move,85594810,JavaScript,react-move,0,5890,
774,"The Missing Web UI for Elasticsearch: Import, browse and edit data with rich filters and query views, create search UIs visually.",appbaseio/dejavu,51018409,JavaScript,dejavu,14,5879,
775,Simple HTML5 drag-drop zone with React.js.,react-dropzone/react-dropzone,24530655,JavaScript,react-dropzone,19,5871,
776,"A web-based tool to view, edit, format, and validate JSON",josdejong/jsoneditor,4075232,JavaScript,jsoneditor,75,5862,
777,a simple and fast JSON logging module for node.js services,trentm/node-bunyan,3302795,JavaScript,node-bunyan,247,5856,
778,💻    Democratizing Snippet Management (macOS/Win/Linux),hackjutsu/Lepton,77713709,JavaScript,Lepton,58,5848,
779,"A tensorflow implementation of ""Deep Convolutional Generative Adversarial Networks""",carpedm20/DCGAN-tensorflow,47799229,JavaScript,DCGAN-tensorflow,157,5837,
780,"🦔 Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-preset-env",browserslist/browserslist,27971466,JavaScript,browserslist,7,5835,
781,"Node.js: extra methods for the fs object like copy(), remove(), mkdirs()",jprichardson/node-fs-extra,2791348,JavaScript,node-fs-extra,34,5826,83.9481555333998
782,Javascript library for precise tracking of facial features via Constrained Local Models,auduno/clmtrackr,5462508,JavaScript,clmtrackr,58,5821,
783,"Mastering Ethereum, by Andreas M. Antonopoulos, Gavin Wood",ethereumbook/ethereumbook,65392364,JavaScript,ethereumbook,64,5803,
784,The page flip effect for HTML5,blasten/turn.js,3361835,JavaScript,turn.js,344,5801,
785,"Telegram web application, GPL v3",zhukov/webogram,15652312,JavaScript,webogram,256,5789,
786,The React Native IDE,decosoftware/deco-ide,59243976,JavaScript,deco-ide,101,5768,
787,Graph theory (network) library for visualisation and analysis,cytoscape/cytoscape.js,2255947,JavaScript,cytoscape.js,91,5763,
788,Protocol Buffers for JavaScript (& TypeScript).,protobufjs/protobuf.js,8507859,JavaScript,protobuf.js,278,5760,
789,Premium Queue package for handling distributed jobs and messages in NodeJS.,OptimalBits/bull,10999165,JavaScript,bull,210,5759,93.0273097036607
790,Native desktop applications using Vue.js.,mimecorg/vuido,133851398,JavaScript,vuido,17,5758,
791,Data Visualization Components,uber/react-vis,52304362,JavaScript,react-vis,199,5739,92.5603593486805
792,The fastest JSON Schema Validator. Supports draft-04/06/07,epoberezkin/ajv,35914020,JavaScript,ajv,67,5739,99.6203732995887
793,30 days of React Native demos,fangwei716/30-days-of-react-native,53172292,JavaScript,30-days-of-react-native,46,5721,
794,"RegExr is a HTML/JS based tool for creating, testing, and learning about Regular Expressions.",gskinner/regexr,17504891,JavaScript,regexr,63,5718,
795,Attractive JavaScript charts for jQuery,flot/flot,1295612,JavaScript,flot,525,5707,81.9169483341381
796,Javascript URL mutation library,medialize/URI.js,3056094,JavaScript,URI.js,46,5704,
797,"A virtual DOM library with focus on simplicity, modularity, powerful features and performance.",snabbdom/snabbdom,35344046,JavaScript,snabbdom,123,5699,
798,glob functionality for node.js,isaacs/node-glob,357681,JavaScript,node-glob,96,5685,93.7122128174123
799,"Integrate React.js with Rails views and controllers, the asset pipeline, or webpacker.",reactjs/react-rails,11667865,JavaScript,react-rails,72,5681,
800,"Like Underscore, but lazier",dtao/lazy.js,9983223,JavaScript,lazy.js,59,5676,
801,GraphicsMagick for node,aheckmann/gm,715524,JavaScript,gm,326,5675,59.0981714894372
802,"Flat, round, designer-friendly pseudo-3D engine for canvas & SVG",metafizzy/zdog,174164624,JavaScript,zdog,32,5674,
803,A sizzlin' hot selector engine.,jquery/sizzle,45547,JavaScript,sizzle,19,5669,
804,随着FCC中文社区的快速发展和更多小伙伴的崛起，此项目已从个人项目升级到团队项目。详情请移步：,huluoyang/freecodecamp.cn,55026106,JavaScript,freecodecamp.cn,2,5665,
805,💖💻 A little dashboard that tries to take care of you when you're using your terminal.,notwaldorf/tiny-care-terminal,87750994,JavaScript,tiny-care-terminal,25,5663,
806,Next-generation DOM manipulation,ractivejs/ractive,5245894,JavaScript,ractive,43,5654,96.4078794901506
807,"A damn-sexy, open source real-time dashboard builder for IOT and other web mashups. A free open-source alternative to Geckoboard.",Freeboard/freeboard,11726302,JavaScript,freeboard,153,5652,
808,A fully configurable http/https proxy in NodeJS,alibaba/anyproxy,22832533,JavaScript,anyproxy,185,5651,
809,Cron for NodeJS.,kelektiv/node-cron,734957,JavaScript,node-cron,8,5651,
810,Fabulously kill processes. Cross-platform.,sindresorhus/fkill-cli,37787433,JavaScript,fkill-cli,14,5645,
811,A modern lazy loading library for images.,callmecavs/layzr.js,33581487,JavaScript,layzr.js,5,5589,
812,Community guides for open source creators,github/opensource.guide,61204818,JavaScript,opensource.guide,25,5584,
813,"A simple Node.js ORM for PostgreSQL, MySQL and SQLite3 built on top of Knex.js",bookshelf/bookshelf,8594752,JavaScript,bookshelf,204,5582,
814,:city_sunrise: Client-side image placeholders.,imsky/holder,4641606,JavaScript,holder,30,5572,
815,":leaves: Touch, responsive, flickable carousels",metafizzy/flickity,28059374,JavaScript,flickity,73,5566,
816,🍉 High-performance reactive database for powerful React and React Native apps ⚡️,Nozbe/WatermelonDB,146468829,JavaScript,WatermelonDB,40,5558,
817,🔥 A well tested feature rich modular Firebase implementation for React Native. Supports both iOS & Android platforms for over 20 Firebase services.,invertase/react-native-firebase,80616041,JavaScript,react-native-firebase,90,5556,48.9934788772328
818,Run compilers interactively from your web browser and interact with the assembly,mattgodbolt/compiler-explorer,4414698,JavaScript,compiler-explorer,302,5554,
819,A Browser written in JS. Free. Modular. Hackable.,breach/breach_core,12977854,JavaScript,breach_core,64,5552,
820,Dead simple Object schema validation,jquense/yup,24349832,JavaScript,yup,84,5546,
821,Structor - React UI Builder [DEPRECATED],ipselon/structor,44443558,JavaScript,structor,37,5537,
822,SQLite compiled to JavaScript through Emscripten,kripken/sql.js,3556910,JavaScript,sql.js,72,5527,
823,,reach/router,134804788,JavaScript,router,147,5522,
824,JavaScript image cropper.,fengyuanchen/cropperjs,43134061,JavaScript,cropperjs,52,5507,
825,:rainbow: An elegant dashboard,d2-projects/d2-admin,117360777,JavaScript,d2-admin,8,5505,
826,🧠 Leon is your open-source personal assistant.,leon-ai/leon,169975410,JavaScript,leon,27,5503,
827,A neat wrapper around node.js fs.watch / fs.watchFile / FSEvents,paulmillr/chokidar,4090287,JavaScript,chokidar,72,5490,95.3181272509004
828,Build Offline-First Apps for Web and React Native,redux-offline/redux-offline,84671793,JavaScript,redux-offline,33,5469,
829,a tiny and isomorphic URL router for JavaScript,flatiron/director,626219,JavaScript,director,127,5467,
830,Serves a webpack app. Updates the browser on changes. Documentation https://webpack.js.org/configuration/dev-server/.,webpack/webpack-dev-server,5839692,JavaScript,webpack-dev-server,72,5467,
831,Gate One is an HTML5-powered terminal emulator and SSH client,liftoff/GateOne,2564712,JavaScript,GateOne,356,5462,
832,"The standalone app based on official debugger of React Native, and includes React Inspector / Redux DevTools",jhen0409/react-native-debugger,59966901,JavaScript,react-native-debugger,72,5461,
833,Framer - Design Everything,koenbok/Framer,7266208,JavaScript,Framer,177,5456,
834,Lightweight job scheduling for Node.js,agenda/agenda,13945143,JavaScript,agenda,221,5451,72.2488038277512
835,Stanford Javascript Crypto Library,bitwiseshiftleft/sjcl,688208,JavaScript,sjcl,86,5451,
836,An easy way to perform animations when a React component enters or leaves the DOM,reactjs/react-transition-group,74297382,JavaScript,react-transition-group,83,5451,
837,,reactjs/react-router-tutorial,51420370,JavaScript,react-router-tutorial,73,5449,
838,A Redux Framework,rematch/rematch,105411913,JavaScript,rematch,19,5449,95.9322033898305
839,:speech_balloon: Speech recognition for your site,TalAter/annyang,12320895,JavaScript,annyang,26,5448,
840,"VNC client using HTML5 (WebSockets, Canvas)",novnc/noVNC,598164,JavaScript,noVNC,38,5446,
841,A tool for testing responsive websites crazy-fast,kitze/sizzy,89618730,JavaScript,sizzy,39,5442,
842,A simple library for uni-directional dataflow application architecture with React extensions inspired by Flux,reflux/refluxjs,21397581,JavaScript,refluxjs,26,5440,
843,an elegant efficient express mvvm framework,RubyLouvre/avalon,10579398,JavaScript,avalon,75,5439,95.8459214501511
844,`postcss-cssnext` has been deprecated in favor of `postcss-preset-env`.,MoOx/postcss-cssnext,22498444,JavaScript,postcss-cssnext,0,5418,
845,The Rockstar programming language specification,RockstarLang/rockstar,141827644,JavaScript,rockstar,86,5412,
846,"Swiper/carousel component for React Native with previews, multiple layouts, parallax images, performant handling of huge numbers of items, and RTL support. Compatible with Android & iOS.",archriss/react-native-snap-carousel,70566966,JavaScript,react-native-snap-carousel,81,5408,
847,Manage session history with JavaScript,ReactTraining/history,39316027,JavaScript,history,41,5394,
848,"Extends Twitter Bootstrap with additional lightweight JavaScript controls. Easy to install, customize, update, and optimize. All functionality covered by live documentation and unit tests.",ExactTarget/fuelux,4924151,JavaScript,fuelux,104,5391,
849,React specific linting rules for ESLint,yannickcr/eslint-plugin-react,28061676,JavaScript,eslint-plugin-react,440,5374,97.5809758097581
850,Modern HTML Presentations,imakewebthings/deck.js,1791673,JavaScript,deck.js,41,5374,
851,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries",plouc/nivo,56363563,JavaScript,nivo,87,5361,
852,🦎 一套代码运行多端，一端所见即多端所见,didi/chameleon,166419150,JavaScript,chameleon,33,5351,
853,"🔥  Highly performant, light ~1kb and configurable lazy loader in pure JS with no dependencies for responsive images, iframes and more",ApoorvSaxena/lozad.js,101684931,JavaScript,lozad.js,31,5351,
854,"Find Dates, Places, Times, and More. A .js library for parsing text for specific information.",benhmoore/Knwl.js,14831922,JavaScript,Knwl.js,15,5348,
855,Highly scalable realtime framework,SocketCluster/socketcluster,13034860,JavaScript,socketcluster,64,5331,
856,:atom_symbol: React primitive UI components built with styled-system.,rebassjs/rebass,30652354,JavaScript,rebass,19,5327,
857,A group of plugins for responsive tables.,filamentgroup/tablesaw,12386312,JavaScript,tablesaw,22,5326,
858,A fully automatic loading / progress bar for your angular apps.,chieffancypants/angular-loading-bar,12716501,JavaScript,angular-loading-bar,75,5316,
859,Emmet for Sublime Text,sergeche/emmet-sublime,5060433,JavaScript,emmet-sublime,194,5310,
860,A desktop debugging platform for mobile developers.,facebook/flipper,129283183,JavaScript,flipper,55,5305,
861,"Use React, Redux, Immutable to code Tetris. 🎮",chvin/react-tetris,76954504,JavaScript,react-tetris,0,5302,
862,Puppeteer recorder is a Chrome extension that records your browser interactions and generates a  Puppeteer script. ,checkly/puppeteer-recorder,144624857,JavaScript,puppeteer-recorder,3,5301,
863,Morph DOM elements from one state to another with smooth animations and transitions,Rich-Harris/ramjet,24478678,JavaScript,ramjet,12,5293,
864,UI Grid: an Angular Data Grid,angular-ui/ui-grid,6198699,JavaScript,ui-grid,730,5288,84.7448351347654
865,A library for converting Adobe AE shape based animations to a data format and playing it back on Android and iOS devices.,facebookincubator/Keyframes,63731800,JavaScript,Keyframes,35,5286,
866,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",gchq/CyberChef,74962515,JavaScript,CyberChef,114,5284,
867,A scalable set of icons handcrafted with <3 by GitHub,primer/octicons,20893207,JavaScript,octicons,33,5280,
868,A+ animation module for the modern web,bendc/animateplus,35506729,JavaScript,animateplus,1,5276,
869,[:tada: v1.0 released] The fastest way to build universal application.,alibaba/rax,70887222,JavaScript,rax,34,5272,
870,⛔️ DEPRECATED - Boilerplate for getting started with MERN stack,Hashnode/mern-starter,50668112,JavaScript,mern-starter,52,5268,47.5702653007618
871,"📡 Native App over HTTP, on iOS",Jasonette/JASONETTE-iOS,72155591,JavaScript,JASONETTE-iOS,134,5252,
872,[Deprecated] A node module to generate service worker code that will precache specific resources so they work offline.,GoogleChromeLabs/sw-precache,28489249,JavaScript,sw-precache,57,5250,
873,JavaScript implementation of different computer science algorithms.,mgechev/javascript-algorithms,6750158,JavaScript,javascript-algorithms,7,5242,
874,"Insanely fast, full-stack, headless browser testing using node.js",assaf/zombie,1141441,JavaScript,zombie,184,5234,
875,Build your personal knowledge base with Trilium Notes,zadam/trilium,92111509,JavaScript,trilium,158,5232,
876,React components for efficiently rendering large lists and tabular data,bvaughn/react-window,132474914,JavaScript,react-window,15,5221,
877,Fast animations with javascript and CSS transforms,daniel-lundin/snabbt.js,17753931,JavaScript,snabbt.js,16,5220,
878,:rocket: 🌪 Super-fast 3D framework for Web Applications 🥇 & Games 🎮. Based on Three.js,WhitestormJS/whs.js,41624627,JavaScript,whs.js,39,5213,
879,"Plupload is JavaScript API for building file uploaders. It supports multiple file selection, file filtering, chunked upload, client side image downsizing and when necessary can fallback to alternative runtimes, like Flash and Silverlight.",moxiecode/plupload,467461,JavaScript,plupload,174,5211,
880,AWS SDK for JavaScript in the browser and Node.js,aws/aws-sdk-js,5694513,JavaScript,aws-sdk-js,211,5201,91.925814911952
881,A JavaScript PDF generation library for Node and the browser,foliojs/pdfkit,2030956,JavaScript,pdfkit,226,5200,
882,"A lightweight, easy to use Javascript <span> injector for radical Web Typography",davatron5000/Lettering.js,904419,JavaScript,Lettering.js,12,5197,
883,:boom: Puts your console on blast when React is making unnecessary updates.,garbles/why-did-you-update,58605580,JavaScript,why-did-you-update,28,5183,
884,Node server that uses Headless Chrome to render a javascript-rendered page as HTML. To be used in conjunction with prerender middleware.,prerender/prerender,13112745,JavaScript,prerender,34,5182,
885,Streaming torrent client for node.js,mafintosh/peerflix,8780895,JavaScript,peerflix,124,5179,
886,"HTTP, HTTPS, WebSocket debugging proxy",avwo/whistle,32131850,JavaScript,whistle,106,5171,
887,Eliminates layout thrashing by batching DOM measurement and mutation tasks,wilsonpage/fastdom,8135625,JavaScript,fastdom,10,5171,98.4
888,Private npm repository server,rlidwka/sinopia,10214540,JavaScript,sinopia,240,5168,
889,JSON Schema Based Editor,jdorn/json-editor,14673229,JavaScript,json-editor,459,5166,
890,A lightweight toolset for writing styles in JavaScript ✨,styled-components/polished,72754695,JavaScript,polished,15,5161,
891,A CSS button library built using Sass and Compass,alexwolfe/Buttons,7744300,JavaScript,Buttons,15,5159,
892,js2flowchart - a visualization library to convert any JavaScript code into beautiful SVG flowchart. Learn other’s code. Design your code. Refactor code. Document code. Explain code.,Bogdan-Lyashenko/js-code-to-svg-flowchart,98823234,JavaScript,js-code-to-svg-flowchart,14,5154,
893,"Nice, downward compatible, touchable, jQuery dial",aterrien/jQuery-Knob,2830198,JavaScript,jQuery-Knob,222,5153,
894,Swagger Editor,swagger-api/swagger-editor,19390712,JavaScript,swagger-editor,77,5151,
895,"Serverless Examples – A collection of boilerplates and examples of serverless architectures built with the Serverless Framework on AWS Lambda, Microsoft Azure, Google Cloud Functions, and more.",serverless/examples,73526083,JavaScript,examples,83,5146,
896,InstantClick makes following links in your website instant.,dieulot/instantclick,14640245,JavaScript,instantclick,49,5141,
897,📸 Polaroid for your code,octref/polacode,120965715,JavaScript,polacode,31,5138,
898,A service for server-side rendering your JavaScript views,airbnb/hypernova,60133112,JavaScript,hypernova,34,5128,
899,:arrow_heading_up: JavaScript Code Style checker (unmaintained),jscs-dev/node-jscs,10697582,JavaScript,node-jscs,0,5123,96.6660129437144
900,Node's framework for interactive CLIs,dthree/vorpal,41258890,JavaScript,vorpal,130,5118,
901,"A Hassle-Free Way to Self-Host Google Fonts. Get eot, ttf, svg, woff and woff2 files + CSS snippets",majodev/google-webfonts-helper,28320207,JavaScript,google-webfonts-helper,38,5104,
902,A Cross-end HTML5 Game development solution developed by Alibaba Group,hiloteam/Hilo,38603315,JavaScript,Hilo,7,5103,
903,A very intelligent browser based Webpack dashboard,zouhir/jarvis,100657321,JavaScript,jarvis,20,5100,
904,Sandstorm is a self-hostable web productivity suite. It's implemented as a security-hardened web app package manager.,sandstorm-io/sandstorm,15728293,JavaScript,sandstorm,608,5093,
905,"Extends the default Bootstrap Modal class. Responsive, stackable, ajax and more.",jschr/bootstrap-modal,5971563,JavaScript,bootstrap-modal,112,5082,
